id,category,question,context,answer,doc_len
4172,Disciplina,Qual a unidade acadêmica responsável por IA?,,São 60 horas e 04 créditos,7
4173,Disciplina,Qual a unidade acadêmica responsável por inteligencia?,,São 60 horas e 04 créditos,7
4174,Disciplina,Quantos créditos tem Inteligência Artificial?,,São 60 horas e 04 créditos,5
4175,Disciplina,Quantos créditos tem IA?,,São 60 horas e 04 créditos,4
4176,Disciplina,Quantos créditos tem inteligencia?,,São 60 horas e 04 créditos,4
4177,Disciplina,Qual a unidade acadêmica responsável por Análise de Sistemas?,,São 60 horas e 04 créditos,9
4178,Disciplina,Qual a unidade acadêmica responsável por AS?,,São 60 horas e 04 créditos,7
4179,Disciplina,Qual a unidade acadêmica responsável por analise?,,São 60 horas e 04 créditos,7
4180,Disciplina,Quantos créditos tem Análise de Sistemas?,,São 60 horas e 04 créditos,6
4181,Disciplina,Quantos créditos tem AS?,,São 60 horas e 04 créditos,4
4182,Disciplina,Quantos créditos tem analise?,,São 60 horas e 04 créditos,4
4183,Disciplina,Qual a unidade acadêmica responsável por Programação Concorrente?,,São 60 horas e 04 créditos,8
4184,Disciplina,Qual a unidade acadêmica responsável por PC?,,São 60 horas e 04 créditos,7
4185,Disciplina,Qual a unidade acadêmica responsável por Concorrente?,,São 60 horas e 04 créditos,7
4186,Disciplina,Quantos créditos tem Programação Concorrente?,,São 60 horas e 04 créditos,5
4187,Disciplina,Quantos créditos tem PC?,,São 60 horas e 04 créditos,4
4188,Disciplina,Quantos créditos tem Concorrente?,,São 60 horas e 04 créditos,4
4189,Disciplina,Qual a unidade acadêmica responsável por Análise e Técnicas de Algoritmos?,,São 60 horas e 04 créditos,11
4190,Disciplina,Qual a unidade acadêmica responsável por ATAL?,,São 60 horas e 04 créditos,7
4191,Disciplina,Quantos créditos tem Análise e Técnicas de Algoritmos?,,São 60 horas e 04 créditos,8
4192,Disciplina,Quantos créditos tem ATAL?,,São 60 horas e 04 créditos,4
4193,Disciplina,Qual a unidade acadêmica responsável por Compiladores?,,São 60 horas e 04 créditos,7
4194,Disciplina,Qual a unidade acadêmica responsável por Compila?,,São 60 horas e 04 créditos,7
4195,Disciplina,Quantos créditos tem Compiladores?,,São 60 horas e 04 créditos,4
4196,Disciplina,Quantos créditos tem Compila?,,São 60 horas e 04 créditos,4
4197,Disciplina,Qual a unidade acadêmica responsável por Metodologia Científica?,,São 60 horas e 04 créditos,8
4198,Disciplina,Qual a unidade acadêmica responsável por Metodologia?,,São 60 horas e 04 créditos,7
4199,Disciplina,Quantos créditos tem Metodologia Científica?,,São 60 horas e 04 créditos,5
4200,Disciplina,Quantos créditos tem Metodologia?,,São 60 horas e 04 créditos,4
4201,Disciplina,Qual a unidade acadêmica responsável por Projeto em Computação 1?,,São 60 horas e 04 créditos,10
4202,Disciplina,Qual a unidade acadêmica responsável por Projeto?,,São 60 horas e 04 créditos,7
4203,Disciplina,Qual a unidade acadêmica responsável por Projeto 1?,,São 60 horas e 04 créditos,8
4204,Disciplina,Quantos créditos tem Projeto em Computação 1?,,São 60 horas e 04 créditos,7
4205,Disciplina,Quantos créditos tem Projeto?,,São 60 horas e 04 créditos,4
4206,Disciplina,Quantos créditos tem Projeto 1?,,São 60 horas e 04 créditos,5
4207,Disciplina,Qual a unidade acadêmica responsável por Língua Portuguesa?,,São 60 horas e 04 créditos,8
4208,Disciplina,Qual a unidade acadêmica responsável por LPT?,,São 60 horas e 04 créditos,7
4209,Disciplina,Qual a unidade acadêmica responsável por portugues?,,São 60 horas e 04 créditos,7
4210,Disciplina,Quantos créditos tem Língua Portuguesa?,,São 60 horas e 04 créditos,5
4211,Disciplina,Quantos créditos tem LPT?,,São 60 horas e 04 créditos,4
4212,Disciplina,Quantos créditos tem portugues?,,São 60 horas e 04 créditos,4
4213,Disciplina,Qual a unidade acadêmica responsável por Projeto em Computação 2?,,São 60 horas e 04 créditos,10
4214,Disciplina,Qual a unidade acadêmica responsável por projeto 2?,,São 60 horas e 04 créditos,8
4215,Disciplina,Quantos créditos tem Projeto em Computação 2?,,São 60 horas e 04 créditos,7
4216,Disciplina,Quantos créditos tem projeto 2?,,São 60 horas e 04 créditos,5
4217,Disciplina,Qual a unidade acadêmica responsável por Trabalho de Conclusão de Curso?,,São 60 horas e 04 créditos,11
4218,Disciplina,Qual a unidade acadêmica responsável por TCC?,,São 60 horas e 04 créditos,7
4219,Disciplina,Quantos créditos tem Trabalho de Conclusão de Curso?,,São 60 horas e 04 créditos,8
4220,Disciplina,Quantos créditos tem TCC?,,São 60 horas e 04 créditos,4
4221,Disciplina,Qual a unidade acadêmica responsável por Administração de Sistemas?,,São 60 horas e 4 créditos,9
4222,Disciplina,Qual a unidade acadêmica responsável por Adm de Sistemas?,,São 60 horas e 4 créditos,9
4223,Disciplina,Qual a unidade acadêmica responsável por Sys-Admin?,,São 60 horas e 4 créditos,7
4224,Disciplina,Quantos créditos tem Administração de Sistemas?,,São 60 horas e 4 créditos,6
4225,Disciplina,Quantos créditos tem Adm de Sistemas?,,São 60 horas e 4 créditos,6
4226,Disciplina,Quantos créditos tem Sys-Admin?,,São 60 horas e 4 créditos,4
4227,Disciplina,Qual a unidade acadêmica responsável por Administração de Sistemas Gerenciadores de Banco de Dados?,,São 60 horas e 4 créditos,14
4228,Disciplina,Quantos créditos tem Administração de Sistemas Gerenciadores de Banco de Dados?,,São 60 horas e 4 créditos,11
4229,Disciplina,Qual a unidade acadêmica responsável por Algoritmos Avançados 1?,,São 60 horas e 4 créditos,9
4230,Disciplina,Qual a unidade acadêmica responsável por AA1?,,São 60 horas e 4 créditos,7
4231,Disciplina,Qual a unidade acadêmica responsável por aa?,,São 60 horas e 4 créditos,7
4232,Disciplina,Quantos créditos tem Algoritmos Avançados 1?,,São 60 horas e 4 créditos,6
4233,Disciplina,Quantos créditos tem AA1?,,São 60 horas e 4 créditos,4
4234,Disciplina,Quantos créditos tem aa?,,São 60 horas e 4 créditos,4
4235,Disciplina,Qual a unidade acadêmica responsável por Algoritmos Avançados 2?,,São 60 horas e 4 créditos,9
4236,Disciplina,Qual a unidade acadêmica responsável por AA2?,,São 60 horas e 4 créditos,7
4237,Disciplina,Quantos créditos tem Algoritmos Avançados 2?,,São 60 horas e 4 créditos,6
4238,Disciplina,Quantos créditos tem AA2?,,São 60 horas e 4 créditos,4
4239,Disciplina,Qual a unidade acadêmica responsável por Algoritmos Avançados 3?,,São 60 horas e 4 créditos,9
4240,Disciplina,Qual a unidade acadêmica responsável por AA3?,,São 60 horas e 4 créditos,7
4241,Disciplina,Quantos créditos tem Algoritmos Avançados 3?,,São 60 horas e 4 créditos,6
4242,Disciplina,Quantos créditos tem AA3?,,São 60 horas e 4 créditos,4
4243,Disciplina,Qual a unidade acadêmica responsável por Algoritmos Avançados 4?,,São 60 horas e 4 créditos,9
4244,Disciplina,Qual a unidade acadêmica responsável por AA4?,,São 60 horas e 4 créditos,7
4245,Disciplina,Quantos créditos tem Algoritmos Avançados 4?,,São 60 horas e 4 créditos,6
4246,Disciplina,Quantos créditos tem AA4?,,São 60 horas e 4 créditos,4
4247,Disciplina,Qual a unidade acadêmica responsável por Arquitetura de Software?,,São 60 horas e 4 créditos,9
4248,Disciplina,Qual a unidade acadêmica responsável por Arquitetura?,,São 60 horas e 4 créditos,7
4249,Disciplina,Qual a unidade acadêmica responsável por Arq-Soft?,,São 60 horas e 4 créditos,7
4250,Disciplina,Quantos créditos tem Arquitetura de Software?,,São 60 horas e 4 créditos,6
4251,Disciplina,Quantos créditos tem Arquitetura?,,São 60 horas e 4 créditos,4
4252,Disciplina,Quantos créditos tem Arq-Soft?,,São 60 horas e 4 créditos,4
4253,Disciplina,Qual a unidade acadêmica responsável por Avaliação de Desempenho de Sistemas Discretos?,,São 60 horas e 4 créditos,12
4254,Disciplina,Qual a unidade acadêmica responsável por ADSD?,,São 60 horas e 4 créditos,7
4255,Disciplina,Quantos créditos tem Avaliação de Desempenho de Sistemas Discretos?,,São 60 horas e 4 créditos,9
4256,Disciplina,Quantos créditos tem ADSD?,,São 60 horas e 4 créditos,4
4257,Disciplina,Qual a unidade acadêmica responsável por Banco de Dados 2?,,São 60 horas e 4 créditos,10
4258,Disciplina,Qual a unidade acadêmica responsável por BD2?,,São 60 horas e 4 créditos,7
4259,Disciplina,Quantos créditos tem Banco de Dados 2?,,São 60 horas e 4 créditos,7
4260,Disciplina,Quantos créditos tem BD2?,,São 60 horas e 4 créditos,4
4261,Disciplina,Qual a unidade acadêmica responsável por Ciência de Dados Descritiva?,,São 60 horas e 4 créditos,10
4262,Disciplina,Qual a unidade acadêmica responsável por CDD?,,São 60 horas e 4 créditos,7
4263,Disciplina,Quantos créditos tem Ciência de Dados Descritiva?,,São 60 horas e 4 créditos,7
4264,Disciplina,Quantos créditos tem CDD?,,São 60 horas e 4 créditos,4
4265,Disciplina,Qual a unidade acadêmica responsável por Ciência de Dados Preditiva?,,São 60 horas e 4 créditos,10
4266,Disciplina,Qual a unidade acadêmica responsável por CDP?,,São 60 horas e 4 créditos,7
4267,Disciplina,Quantos créditos tem Ciência de Dados Preditiva?,,São 60 horas e 4 créditos,7
4268,Disciplina,Quantos créditos tem CDP?,,São 60 horas e 4 créditos,4
4269,Disciplina,Qual a unidade acadêmica responsável por Computação e Música?,,São 60 horas e 4 créditos,9
4270,Disciplina,Quantos créditos tem Computação e Música?,,São 60 horas e 4 créditos,6
4271,Disciplina,Qual a unidade acadêmica responsável por Computação Gráfica?,,São 60 horas e 4 créditos,8
4272,Disciplina,Qual a unidade acadêmica responsável por CG?,,São 60 horas e 4 créditos,7
4273,Disciplina,Quantos créditos tem Computação Gráfica?,,São 60 horas e 4 créditos,5
4274,Disciplina,Quantos créditos tem CG?,,São 60 horas e 4 créditos,4
4275,Disciplina,Qual a unidade acadêmica responsável por Desenvolvimento de Software Integrado à Operação da Infraestrutura?,,São 60 horas e 4 créditos,14
4276,Disciplina,Quantos créditos tem Desenvolvimento de Software Integrado à Operação da Infraestrutura?,,São 60 horas e 4 créditos,11
4277,Disciplina,Qual a unidade acadêmica responsável por Economia de Tecnologia da Informação?,,São 60 horas e 4 créditos,11
4278,Disciplina,Qual a unidade acadêmica responsável por ETI?,,São 60 horas e 4 créditos,7
4279,Disciplina,Quantos créditos tem Economia de Tecnologia da Informação?,,São 60 horas e 4 créditos,8
4280,Disciplina,Quantos créditos tem ETI?,,São 60 horas e 4 créditos,4
4281,Disciplina,Qual a unidade acadêmica responsável por Empreendedorismo e Inovação?,,São 60 horas e 4 créditos,9
4282,Disciplina,Qual a unidade acadêmica responsável por Empreendedorismo?,,São 60 horas e 4 créditos,7
4283,Disciplina,Quantos créditos tem Empreendedorismo e Inovação?,,São 60 horas e 4 créditos,6
4284,Disciplina,Quantos créditos tem Empreendedorismo?,,São 60 horas e 4 créditos,4
4285,Disciplina,Qual a unidade acadêmica responsável por Gerência de Redes?,,São 60 horas e 4 créditos,9
4286,Disciplina,Qual a unidade acadêmica responsável por GR?,,São 60 horas e 4 créditos,7
4287,Disciplina,Qual a unidade acadêmica responsável por Gerência?,,São 60 horas e 4 créditos,7
4288,Disciplina,Qual a unidade acadêmica responsável por Gerencia?,,São 60 horas e 4 créditos,7
4289,Disciplina,Quantos créditos tem Gerência de Redes?,,São 60 horas e 4 créditos,6
4290,Disciplina,Quantos créditos tem GR?,,São 60 horas e 4 créditos,4
4291,Disciplina,Quantos créditos tem Gerência?,,São 60 horas e 4 créditos,4
4292,Disciplina,Quantos créditos tem Gerencia?,,São 60 horas e 4 créditos,4
4293,Disciplina,Qual a unidade acadêmica responsável por Gestão de Projetos?,,São 60 horas e 4 créditos,9
4294,Disciplina,Qual a unidade acadêmica responsável por gestão?,,São 60 horas e 4 créditos,7
4295,Disciplina,Qual a unidade acadêmica responsável por gestao?,,São 60 horas e 4 créditos,7
4296,Disciplina,Quantos créditos tem Gestão de Projetos?,,São 60 horas e 4 créditos,6
4297,Disciplina,Quantos créditos tem gestão?,,São 60 horas e 4 créditos,4
4298,Disciplina,Quantos créditos tem gestao?,,São 60 horas e 4 créditos,4
4299,Disciplina,Qual a unidade acadêmica responsável por Governança da Internet?,,São 60 horas e 4 créditos,9
4300,Disciplina,Qual a unidade acadêmica responsável por Governança?,,São 60 horas e 4 créditos,7
4301,Disciplina,Qual a unidade acadêmica responsável por Governanca?,,São 60 horas e 4 créditos,7
4302,Disciplina,Quantos créditos tem Governança da Internet?,,São 60 horas e 4 créditos,6
4303,Disciplina,Quantos créditos tem Governança?,,São 60 horas e 4 créditos,4
4304,Disciplina,Quantos créditos tem Governanca?,,São 60 horas e 4 créditos,4
4305,Disciplina,Qual a unidade acadêmica responsável por Informática e Sociedade?,,São 60 horas e 4 créditos,9
4306,Disciplina,Qual a unidade acadêmica responsável por INFOSOC?,,São 60 horas e 4 créditos,7
4307,Disciplina,Qual a unidade acadêmica responsável por info-soc?,,São 60 horas e 4 créditos,7
4308,Disciplina,Quantos créditos tem Informática e Sociedade?,,São 60 horas e 4 créditos,6
4309,Disciplina,Quantos créditos tem INFOSOC?,,São 60 horas e 4 créditos,4
4310,Disciplina,Quantos créditos tem info-soc?,,São 60 horas e 4 créditos,4
4311,Disciplina,Qual a unidade acadêmica responsável por Interconexão de Redes de Computadores?,,São 60 horas e 4 créditos,11
4312,Disciplina,Qual a unidade acadêmica responsável por IRC?,,São 60 horas e 4 créditos,7
4313,Disciplina,Quantos créditos tem Interconexão de Redes de Computadores?,,São 60 horas e 4 créditos,8
4314,Disciplina,Quantos créditos tem IRC?,,São 60 horas e 4 créditos,4
4315,Disciplina,Qual a unidade acadêmica responsável por Interface Humano-Computador?,,São 60 horas e 4 créditos,8
4316,Disciplina,Qual a unidade acadêmica responsável por interface homem maquina?,,São 60 horas e 4 créditos,9
4317,Disciplina,Qual a unidade acadêmica responsável por interface?,,São 60 horas e 4 créditos,7
4318,Disciplina,Quantos créditos tem Interface Humano-Computador?,,São 60 horas e 4 créditos,5
4319,Disciplina,Quantos créditos tem interface homem maquina?,,São 60 horas e 4 créditos,6
4320,Disciplina,Quantos créditos tem interface?,,São 60 horas e 4 créditos,4
4321,Disciplina,Qual a unidade acadêmica responsável por Jogos Digitais?,,São 60 horas e 4 créditos,8
4322,Disciplina,Qual a unidade acadêmica responsável por JoDi?,,São 60 horas e 4 créditos,7
4323,Disciplina,Quantos créditos tem Jogos Digitais?,,São 60 horas e 4 créditos,5
4324,Disciplina,Quantos créditos tem JoDi?,,São 60 horas e 4 créditos,4
4325,Disciplina,Qual a unidade acadêmica responsável por Métodos e Software Numéricos?,,São 60 horas e 4 créditos,10
4326,Disciplina,Qual a unidade acadêmica responsável por MSN?,,São 60 horas e 4 créditos,7
4327,Disciplina,Qual a unidade acadêmica responsável por métodos?,,São 60 horas e 4 créditos,7
4328,Disciplina,Qual a unidade acadêmica responsável por metodos?,,São 60 horas e 4 créditos,7
4329,Disciplina,Quantos créditos tem Métodos e Software Numéricos?,,São 60 horas e 4 créditos,7
4330,Disciplina,Quantos créditos tem MSN?,,São 60 horas e 4 créditos,4
4331,Disciplina,Quantos créditos tem métodos?,,São 60 horas e 4 créditos,4
4332,Disciplina,Quantos créditos tem metodos?,,São 60 horas e 4 créditos,4
4333,Disciplina,Qual a unidade acadêmica responsável por Métodos Formais?,,São 60 horas e 4 créditos,8
4334,Disciplina,Quantos créditos tem Métodos Formais?,,São 60 horas e 4 créditos,5
4335,Disciplina,Qual a unidade acadêmica responsável por Otimização?,,São 60 horas e 4 créditos,7
4336,Disciplina,Quantos créditos tem Otimização?,,São 60 horas e 4 créditos,4
4337,Disciplina,Qual a unidade acadêmica responsável por Percepção Computacional?,,São 60 horas e 4 créditos,8
4338,Disciplina,Qual a unidade acadêmica responsável por Percepção?,,São 60 horas e 4 créditos,7
4339,Disciplina,Qual a unidade acadêmica responsável por Percepcao?,,São 60 horas e 4 créditos,7
4340,Disciplina,Quantos créditos tem Percepção Computacional?,,São 60 horas e 4 créditos,5
4341,Disciplina,Quantos créditos tem Percepção?,,São 60 horas e 4 créditos,4
4342,Disciplina,Quantos créditos tem Percepcao?,,São 60 horas e 4 créditos,4
4343,Disciplina,Qual a unidade acadêmica responsável por Prática de Ensino em Computação 1?,,São 30 horas e 2 créditos,12
4344,Disciplina,Qual a unidade acadêmica responsável por Didática?,,São 30 horas e 2 créditos,7
4345,Disciplina,Qual a unidade acadêmica responsável por Práticas?,,São 30 horas e 2 créditos,7
4346,Disciplina,Qual a unidade acadêmica responsável por Prática?,,São 30 horas e 2 créditos,7
4347,Disciplina,Qual a unidade acadêmica responsável por Didatica?,,São 30 horas e 2 créditos,7
4348,Disciplina,Qual a unidade acadêmica responsável por Praticas?,,São 30 horas e 2 créditos,7
4349,Disciplina,Qual a unidade acadêmica responsável por Pratica?,,São 30 horas e 2 créditos,7
4350,Disciplina,Quantos créditos tem Prática de Ensino em Computação 1?,,São 30 horas e 2 créditos,9
4351,Disciplina,Quantos créditos tem Didática?,,São 30 horas e 2 créditos,4
4352,Disciplina,Quantos créditos tem Práticas?,,São 30 horas e 2 créditos,4
4353,Disciplina,Quantos créditos tem Prática?,,São 30 horas e 2 créditos,4
4354,Disciplina,Quantos créditos tem Didatica?,,São 30 horas e 2 créditos,4
4355,Disciplina,Quantos créditos tem Praticas?,,São 30 horas e 2 créditos,4
4356,Disciplina,Quantos créditos tem Pratica?,,São 30 horas e 2 créditos,4
4357,Disciplina,Qual a unidade acadêmica responsável por Prática de Ensino em Computação 2?,,São 30 horas e 2 créditos,12
4358,Disciplina,Qual a unidade acadêmica responsável por Didática 2?,,São 30 horas e 2 créditos,8
4359,Disciplina,Qual a unidade acadêmica responsável por Práticas 2?,,São 30 horas e 2 créditos,8
4360,Disciplina,Qual a unidade acadêmica responsável por Prática 2?,,São 30 horas e 2 créditos,8
4361,Disciplina,Qual a unidade acadêmica responsável por Didatica 2?,,São 30 horas e 2 créditos,8
4362,Disciplina,Qual a unidade acadêmica responsável por Praticas 2?,,São 30 horas e 2 créditos,8
4363,Disciplina,Qual a unidade acadêmica responsável por Pratica 2?,,São 30 horas e 2 créditos,8
4364,Disciplina,Quantos créditos tem Prática de Ensino em Computação 2?,,São 30 horas e 2 créditos,9
4365,Disciplina,Quantos créditos tem Didática 2?,,São 30 horas e 2 créditos,5
4366,Disciplina,Quantos créditos tem Práticas 2?,,São 30 horas e 2 créditos,5
4367,Disciplina,Quantos créditos tem Prática 2?,,São 30 horas e 2 créditos,5
4368,Disciplina,Quantos créditos tem Didatica 2?,,São 30 horas e 2 créditos,5
4369,Disciplina,Quantos créditos tem Praticas 2?,,São 30 horas e 2 créditos,5
4370,Disciplina,Quantos créditos tem Pratica 2?,,São 30 horas e 2 créditos,5
4371,Disciplina,Qual a unidade acadêmica responsável por Processamento de Linguagem Natural?,,São 60 horas e 4 créditos,10
4372,Disciplina,Qual a unidade acadêmica responsável por PLN?,,São 60 horas e 4 créditos,7
4373,Disciplina,Qual a unidade acadêmica responsável por Processamento?,,São 60 horas e 4 créditos,7
4374,Disciplina,Quantos créditos tem Processamento de Linguagem Natural?,,São 60 horas e 4 créditos,7
4375,Disciplina,Quantos créditos tem PLN?,,São 60 horas e 4 créditos,4
4376,Disciplina,Quantos créditos tem Processamento?,,São 60 horas e 4 créditos,4
4377,Disciplina,Qual a unidade acadêmica responsável por Programação em Banco de Dados?,,São 60 horas e 4 créditos,11
4378,Disciplina,Qual a unidade acadêmica responsável por PGBD?,,São 60 horas e 4 créditos,7
4379,Disciplina,Quantos créditos tem Programação em Banco de Dados?,,São 60 horas e 4 créditos,8
4380,Disciplina,Quantos créditos tem PGBD?,,São 60 horas e 4 créditos,4
4381,Disciplina,Qual a unidade acadêmica responsável por Programação Funcional?,,São 60 horas e 4 créditos,8
4382,Disciplina,Qual a unidade acadêmica responsável por Funcional?,,São 60 horas e 4 créditos,7
4383,Disciplina,Quantos créditos tem Programação Funcional?,,São 60 horas e 4 créditos,5
4384,Disciplina,Quantos créditos tem Funcional?,,São 60 horas e 4 créditos,4
4385,Disciplina,Qual a unidade acadêmica responsável por Programação para Web 1?,,São 60 horas e 4 créditos,10
4386,Disciplina,Qual a unidade acadêmica responsável por Pweb?,,São 60 horas e 4 créditos,7
4387,Disciplina,Qual a unidade acadêmica responsável por progweb?,,São 60 horas e 4 créditos,7
4388,Disciplina,Quantos créditos tem Programação para Web 1?,,São 60 horas e 4 créditos,7
4389,Disciplina,Quantos créditos tem Pweb?,,São 60 horas e 4 créditos,4
4390,Disciplina,Quantos créditos tem progweb?,,São 60 horas e 4 créditos,4
4391,Disciplina,Qual a unidade acadêmica responsável por Programação para Web 2?,,São 60 horas e 4 créditos,10
4392,Disciplina,Qual a unidade acadêmica responsável por Pweb2?,,São 60 horas e 4 créditos,7
4393,Disciplina,Qual a unidade acadêmica responsável por progweb2?,,São 60 horas e 4 créditos,7
4394,Disciplina,Quantos créditos tem Programação para Web 2?,,São 60 horas e 4 créditos,7
4395,Disciplina,Quantos créditos tem Pweb2?,,São 60 horas e 4 créditos,4
4396,Disciplina,Quantos créditos tem progweb2?,,São 60 horas e 4 créditos,4
4397,Disciplina,Qual a unidade acadêmica responsável por Projeto de Redes de Computadores?,,São 60 horas e 4 créditos,11
4398,Disciplina,Qual a unidade acadêmica responsável por Projeto de Redes?,,São 60 horas e 4 créditos,9
4399,Disciplina,Quantos créditos tem Projeto de Redes de Computadores?,,São 60 horas e 4 créditos,8
4400,Disciplina,Quantos créditos tem Projeto de Redes?,,São 60 horas e 4 créditos,6
4401,Disciplina,Qual a unidade acadêmica responsável por Projeto de Sistemas Digitais?,,São 60 horas e 4 créditos,10
4402,Disciplina,Qual a unidade acadêmica responsável por psd?,,São 60 horas e 4 créditos,7
4403,Disciplina,Qual a unidade acadêmica responsável por sistemas digitais?,,São 60 horas e 4 créditos,8
4404,Disciplina,Quantos créditos tem Projeto de Sistemas Digitais?,,São 60 horas e 4 créditos,7
4405,Disciplina,Quantos créditos tem psd?,,São 60 horas e 4 créditos,4
4406,Disciplina,Quantos créditos tem sistemas digitais?,,São 60 horas e 4 créditos,5
4407,Disciplina,Qual a unidade acadêmica responsável por Provisionamento e Operação de Infraestrutura?,,São 60 horas e 4 créditos,11
4408,Disciplina,Qual a unidade acadêmica responsável por POI?,,São 60 horas e 4 créditos,7
4409,Disciplina,Qual a unidade acadêmica responsável por Provisionamento?,,São 60 horas e 4 créditos,7
4410,Disciplina,Qual a unidade acadêmica responsável por ProvInfra?,,São 60 horas e 4 créditos,7
4411,Disciplina,Quantos créditos tem Provisionamento e Operação de Infraestrutura?,,São 60 horas e 4 créditos,8
4412,Disciplina,Quantos créditos tem POI?,,São 60 horas e 4 créditos,4
4413,Disciplina,Quantos créditos tem Provisionamento?,,São 60 horas e 4 créditos,4
4414,Disciplina,Quantos créditos tem ProvInfra?,,São 60 horas e 4 créditos,4
4415,Disciplina,Qual a unidade acadêmica responsável por Reconhecimento de Padrões e Redes Neurais?,,São 60 horas e 4 créditos,12
4416,Disciplina,Qual a unidade acadêmica responsável por RNRP?,,São 60 horas e 4 créditos,7
4417,Disciplina,Qual a unidade acadêmica responsável por Reconhecimento?,,São 60 horas e 4 créditos,7
4418,Disciplina,Quantos créditos tem Reconhecimento de Padrões e Redes Neurais?,,São 60 horas e 4 créditos,9
4419,Disciplina,Quantos créditos tem RNRP?,,São 60 horas e 4 créditos,4
4420,Disciplina,Quantos créditos tem Reconhecimento?,,São 60 horas e 4 créditos,4
4421,Disciplina,Qual a unidade acadêmica responsável por Recuperação da Informação e Busca na Web?,,São 60 horas e 4 créditos,13
4422,Disciplina,Qual a unidade acadêmica responsável por Recuperação?,,São 60 horas e 4 créditos,7
4423,Disciplina,Qual a unidade acadêmica responsável por Recinfo?,,São 60 horas e 4 créditos,7
4424,Disciplina,Qual a unidade acadêmica responsável por Recuperacao?,,São 60 horas e 4 créditos,7
4425,Disciplina,Quantos créditos tem Recuperação da Informação e Busca na Web?,,São 60 horas e 4 créditos,10
4426,Disciplina,Quantos créditos tem Recuperação?,,São 60 horas e 4 créditos,4
4427,Disciplina,Quantos créditos tem Recinfo?,,São 60 horas e 4 créditos,4
4428,Disciplina,Quantos créditos tem Recuperacao?,,São 60 horas e 4 créditos,4
4429,Disciplina,Qual a unidade acadêmica responsável por Segurança de Sistemas?,,São 60 horas e 4 créditos,9
4430,Disciplina,Qual a unidade acadêmica responsável por Segurança?,,São 60 horas e 4 créditos,7
4431,Disciplina,Qual a unidade acadêmica responsável por Seguranca?,,São 60 horas e 4 créditos,7
4432,Disciplina,Quantos créditos tem Segurança de Sistemas?,,São 60 horas e 4 créditos,6
4433,Disciplina,Quantos créditos tem Segurança?,,São 60 horas e 4 créditos,4
4434,Disciplina,Quantos créditos tem Seguranca?,,São 60 horas e 4 créditos,4
4435,Disciplina,Qual a unidade acadêmica responsável por Sistemas de Apoio à Decisão?,,São 60 horas e 4 créditos,11
4436,Disciplina,Qual a unidade acadêmica responsável por SAD?,,São 60 horas e 4 créditos,7
4437,Disciplina,Quantos créditos tem Sistemas de Apoio à Decisão?,,São 60 horas e 4 créditos,8
4438,Disciplina,Quantos créditos tem SAD?,,São 60 horas e 4 créditos,4
4439,Disciplina,Qual a unidade acadêmica responsável por Sistemas de Informação Geográfica?,,São 60 horas e 4 créditos,10
4440,Disciplina,Qual a unidade acadêmica responsável por sig?,,São 60 horas e 4 créditos,7
4441,Disciplina,Quantos créditos tem Sistemas de Informação Geográfica?,,São 60 horas e 4 créditos,7
4442,Disciplina,Quantos créditos tem sig?,,São 60 horas e 4 créditos,4
4443,Disciplina,Qual a unidade acadêmica responsável por Sistemas Distribuídos?,,São 60 horas e 4 créditos,8
4444,Disciplina,Qual a unidade acadêmica responsável por SD?,,São 60 horas e 4 créditos,7
4445,Disciplina,Quantos créditos tem Sistemas Distribuídos?,,São 60 horas e 4 créditos,5
4446,Disciplina,Quantos créditos tem SD?,,São 60 horas e 4 créditos,4
4447,Disciplina,Qual a unidade acadêmica responsável por Tópicos em Ciência da Computação 1?,,São 60 horas e 4 créditos,12
4448,Disciplina,Qual a unidade acadêmica responsável por TECC?,,São 60 horas e 4 créditos,7
4449,Disciplina,Quantos créditos tem Tópicos em Ciência da Computação 1?,,São 60 horas e 4 créditos,9
4450,Disciplina,Quantos créditos tem TECC?,,São 60 horas e 4 créditos,4
4451,Disciplina,Qual a unidade acadêmica responsável por Tópicos em Ciência da Computação 2?,,São 30 horas e 2 créditos,12
4452,Disciplina,Quantos créditos tem Tópicos em Ciência da Computação 2?,,São 30 horas e 2 créditos,9
4453,Disciplina,Qual a unidade acadêmica responsável por Transformação Digital?,,São 60 horas e 4 créditos,8
4454,Disciplina,Qual a unidade acadêmica responsável por TD?,,São 60 horas e 4 créditos,7
4455,Disciplina,Qual a unidade acadêmica responsável por Transformação?,,São 60 horas e 4 créditos,7
4456,Disciplina,Qual a unidade acadêmica responsável por Transformacao?,,São 60 horas e 4 créditos,7
4457,Disciplina,Quantos créditos tem Transformação Digital?,,São 60 horas e 4 créditos,5
4458,Disciplina,Quantos créditos tem TD?,,São 60 horas e 4 créditos,4
4459,Disciplina,Quantos créditos tem Transformação?,,São 60 horas e 4 créditos,4
4460,Disciplina,Quantos créditos tem Transformacao?,,São 60 horas e 4 créditos,4
4461,Disciplina,Qual a unidade acadêmica responsável por Verificação e Validação de Software?,,São 60 horas e 4 créditos,11
4462,Disciplina,Qual a unidade acadêmica responsável por VVS?,,São 60 horas e 4 créditos,7
4463,Disciplina,Qual a unidade acadêmica responsável por Verificação?,,São 60 horas e 4 créditos,7
4464,Disciplina,Qual a unidade acadêmica responsável por vev?,,São 60 horas e 4 créditos,7
4465,Disciplina,Qual a unidade acadêmica responsável por VV?,,São 60 horas e 4 créditos,7
